name,id,nametype,recclass,mass (g),fall,year,reclat,reclong,GeoLocation
Modoc (1948),16712,Valid,H6,1800.0,Found,01/01/1948 12:00:00 AM,38.5,-101.1,"(38.5, -101.1)"
Morland,16746,Valid,H6,295000.0,Found,01/01/1890 12:00:00 AM,39.33333,-100.06667,"(39.33333, -100.06667)"
Morrill,16749,Valid,"Iron, IAB-an",1387.0,Found,01/01/1920 12:00:00 AM,42.18333,-103.93333,"(42.18333, -103.93333)"
Morro la Mina,16752,Valid,H5,1430.0,Found,01/01/1986 12:00:00 AM,-24.24667,-68.85333,"(-24.24667, -68.85333)"
Mossgiel,16758,Valid,L4,32383.0,Found,01/01/1967 12:00:00 AM,-33.31667,144.78333,"(-33.31667, 144.78333)"
Mount Edith,16773,Valid,"Iron, IIIAB",326000.0,Found,01/01/1913 12:00:00 AM,-22.5,116.16667,"(-22.5, 116.16667)"
Mount Joy,16779,Valid,"Iron, IIAB",384000.0,Found,01/01/1887 12:00:00 AM,39.78333,-77.21667,"(39.78333, -77.21667)"
Mount Morris (New York),16782,Valid,H,12.5,Found,01/01/1897 12:00:00 AM,42.7,-77.88333,"(42.7, -77.88333)"
Mount Pratt 04405,44557,Valid,LL6,1373.5,Found,01/01/2004 12:00:00 AM,,,
Mount Pratt 04406,44558,Valid,H6,1188.6,Found,01/01/2004 12:00:00 AM,,,
Mount Pratt 04416,44567,Valid,LL5,69.8,Found,01/01/2004 12:00:00 AM,,,
Mount Prestrud 95402,16788,Valid,H5,236.3,Found,01/01/1995 12:00:00 AM,-86.56667,-165.11667,"(-86.56667, -165.11667)"
Mount Prestrud 95406,16792,Valid,L6,72.4,Found,01/01/1995 12:00:00 AM,-86.56667,-165.11667,"(-86.56667, -165.11667)"
Mount Prestrud 95415,16801,Valid,L6,82.5,Found,01/01/1995 12:00:00 AM,-86.56667,-165.11667,"(-86.56667, -165.11667)"
Mount Wisting 95303,16813,Valid,H5,113.2,Found,01/01/1995 12:00:00 AM,-86.45,-165.43333,"(-86.45, -165.43333)"
Mughsayl,45979,Valid,L6,300.0,Found,01/01/2005 12:00:00 AM,16.9245,53.785,"(16.9245, 53.785)"
Mundrabilla 002,16853,Valid,H5,251.0,Found,01/01/1971 12:00:00 AM,-30.88333,127.55,"(-30.88333, 127.55)"
Mundrabilla 008,16859,Valid,L6,57.1,Found,01/01/1982 12:00:00 AM,-30.8,127.61667,"(-30.8, 127.61667)"
Mundrabilla 016,16867,Valid,L5/6,4.41,Found,01/01/1992 12:00:00 AM,-30.12167,127.38683,"(-30.12167, 127.38683)"
Mundrabilla 020,16871,Valid,Howardite,60.0,Found,01/01/1989 12:00:00 AM,-30.83333,127.5,"(-30.83333, 127.5)"
Murzuq Idhån,16883,Valid,H4,35.0,Found,01/01/1997 12:00:00 AM,23.8,12.31667,"(23.8, 12.31667)"
Nagy-Vázsony,16894,Valid,"Iron, IAB-sLL",2000.0,Found,01/01/1890 12:00:00 AM,46.98333,17.7,"(46.98333, 17.7)"
Nahuel Niyeu,50766,Valid,H5,10540.0,Found,01/01/2005 12:00:00 AM,-40.53333,-66.63333,"(-40.53333, -66.63333)"
Nainital,16897,Valid,L,5000.0,Found,01/01/1980 12:00:00 AM,29.36667,79.43333,"(29.36667, 79.43333)"
Naretha,16913,Valid,L4,5500.0,Found,01/01/1915 12:00:00 AM,-31.0,124.83333,"(-31.0, 124.83333)"
New Almelo,16951,Valid,L5,8000.0,Found,01/01/1917 12:00:00 AM,39.66667,-100.0,"(39.66667, -100.0)"
Noktat Addagmar,47710,Valid,LL5,779.0,Found,01/01/2006 12:00:00 AM,25.7025,-10.78167,"(25.7025, -10.78167)"
Norquín,16996,Valid,"Iron, IIIAB",19250.0,Found,01/01/1945 12:00:00 AM,-37.71667,-70.61667,"(-37.71667, -70.61667)"
North Forrest,17003,Valid,H5,608.9,Found,01/01/1969 12:00:00 AM,-30.5,128.1,"(-30.5, 128.1)"
Northbranch,17010,Valid,H5,76000.0,Found,01/01/1972 12:00:00 AM,39.99167,-98.34167,"(39.99167, -98.34167)"
Northeast Africa 001,30759,Valid,Lunar (anorth),262.0,Found,01/01/2002 12:00:00 AM,,,
Northwest Africa 002,17012,Valid,EL6,234.4,Found,01/01/1999 12:00:00 AM,29.91667,-5.58333,"(29.91667, -5.58333)"
Northwest Africa 003,17013,Valid,H4,120.0,Found,01/01/1999 12:00:00 AM,29.91667,-5.58333,"(29.91667, -5.58333)"
Northwest Africa 006,17016,Valid,H5,15.0,Found,01/01/1999 12:00:00 AM,29.91667,-5.58333,"(29.91667, -5.58333)"
Northwest Africa 013,17023,Valid,L5,80.0,Found,01/01/1999 12:00:00 AM,31.33333,-4.33333,"(31.33333, -4.33333)"
Northwest Africa 016,17026,Valid,H3/4,22.0,Found,01/01/1999 12:00:00 AM,31.33333,-4.33333,"(31.33333, -4.33333)"
Northwest Africa 020,17030,Valid,L4,64.0,Found,01/01/1999 12:00:00 AM,29.91667,-5.58333,"(29.91667, -5.58333)"
Northwest Africa 024,17034,Valid,H4,800.0,Found,01/01/1999 12:00:00 AM,29.91667,-5.58333,"(29.91667, -5.58333)"
Northwest Africa 030,17040,Valid,H4,65.0,Found,01/01/1999 12:00:00 AM,30.33333,-5.83333,"(30.33333, -5.83333)"
Northwest Africa 036,17046,Valid,H5/6,163.0,Found,01/01/1999 12:00:00 AM,27.16667,-9.5,"(27.16667, -9.5)"
Northwest Africa 044,17054,Valid,L6,185.0,Found,01/01/1999 12:00:00 AM,27.16667,-9.5,"(27.16667, -9.5)"
Northwest Africa 047,17057,Valid,Eucrite,5200.0,Found,01/01/2000 12:00:00 AM,,,
Northwest Africa 057,17067,Valid,H5,370.0,Found,,27.16667,-9.5,"(27.16667, -9.5)"
Northwest Africa 060,17070,Valid,CK5,604.0,Found,01/01/2000 12:00:00 AM,,,
Northwest Africa 061,17071,Valid,LL4,298.0,Found,01/01/2000 12:00:00 AM,,,
Northwest Africa 062,17072,Valid,CO3.4,968.0,Found,01/01/2000 12:00:00 AM,,,
Northwest Africa 063,17073,Valid,H4,128.0,Found,01/01/2000 12:00:00 AM,,,
Northwest Africa 074,17081,Valid,H6,2686.0,Found,01/01/2000 12:00:00 AM,,,
Northwest Africa 092,17089,Valid,L3.7,88.0,Found,01/01/2000 12:00:00 AM,,,
Northwest Africa 099,17096,Valid,H6,16000.0,Found,01/01/2000 12:00:00 AM,,,
Northwest Africa 1000,17098,Valid,Eucrite,1200.0,Found,01/01/2001 12:00:00 AM,,,
Northwest Africa 1058,17112,Valid,Achondrite-ung,180.0,Found,01/01/2001 12:00:00 AM,,,
Northwest Africa 1062,17114,Valid,H4,112.0,Found,01/01/2001 12:00:00 AM,,,
Northwest Africa 1083,17119,Valid,CR2,60.8,Found,01/01/2001 12:00:00 AM,,,
Northwest Africa 1153,32120,Valid,L6,50.0,Found,01/01/1999 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 1155,32122,Valid,H5,360.0,Found,01/01/1999 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 1172,17130,Valid,H5,120000.0,Found,01/01/2000 12:00:00 AM,,,
Northwest Africa 1173,17131,Valid,H6,182.0,Found,01/01/1999 12:00:00 AM,,,
Northwest Africa 1190,17145,Valid,CR2,22.9,Found,01/01/2001 12:00:00 AM,,,
Northwest Africa 1211,17163,Valid,H4,280.0,Found,01/01/1999 12:00:00 AM,,,
Northwest Africa 124,17191,Valid,H5,2909.0,Found,01/01/2000 12:00:00 AM,,,
Northwest Africa 1240,17192,Valid,Eucrite-cm,98.0,Found,01/01/2001 12:00:00 AM,,,
Northwest Africa 1241,17193,Valid,Ureilite,282.0,Found,01/01/2001 12:00:00 AM,,,
Northwest Africa 1248,17200,Valid,L3.8-6,102.0,Found,01/01/2002 12:00:00 AM,,,
Northwest Africa 1251,17202,Valid,H5/6,122.0,Found,01/01/2002 12:00:00 AM,,,
Northwest Africa 1252,17203,Valid,H5/6,92.0,Found,01/01/2002 12:00:00 AM,,,
Northwest Africa 1256,17207,Valid,Ureilite,42.0,Found,01/01/2002 12:00:00 AM,,,
Northwest Africa 1267,17218,Valid,L5,200.0,Found,01/01/2002 12:00:00 AM,,,
Northwest Africa 1268,17219,Valid,L5,236.0,Found,01/01/2002 12:00:00 AM,,,
Northwest Africa 1271,17222,Valid,L6,94.2,Found,01/01/2002 12:00:00 AM,,,
Northwest Africa 1329,30768,Valid,H4,465.0,Found,01/01/2000 12:00:00 AM,,,
Northwest Africa 1406,30776,Valid,LL3,682.0,Found,01/01/2001 12:00:00 AM,,,
Northwest Africa 1466,17242,Valid,Eucrite,56.0,Found,01/01/2001 12:00:00 AM,,,
Northwest Africa 1469,17245,Valid,H5/6,119.0,Found,01/01/2002 12:00:00 AM,,,
Northwest Africa 148,17256,Valid,H5,43.0,Found,01/01/2000 12:00:00 AM,,,
Northwest Africa 1480,17257,Valid,L6,29.3,Found,01/01/2001 12:00:00 AM,,,
Northwest Africa 1483,17260,Valid,H5,10.4,Found,01/01/2001 12:00:00 AM,,,
Northwest Africa 1492,17269,Valid,H4,72.2,Found,01/01/2002 12:00:00 AM,,,
Northwest Africa 1493,17270,Valid,L6,148.0,Found,01/01/2002 12:00:00 AM,,,
Northwest Africa 1509,32322,Valid,H4/5,443.0,Found,01/01/2001 12:00:00 AM,,,
Northwest Africa 1519,32324,Valid,L6,267.0,Found,01/01/2001 12:00:00 AM,,,
Northwest Africa 1528,32330,Valid,L4,215.0,Found,01/01/2001 12:00:00 AM,,,
Northwest Africa 1538,17300,Valid,LL4,280.0,Found,01/01/2000 12:00:00 AM,,,
Northwest Africa 1543,17305,Valid,H4,58.1,Found,01/01/2000 12:00:00 AM,,,
Northwest Africa 1547,17307,Valid,LL4,164.5,Found,01/01/2002 12:00:00 AM,,,
Northwest Africa 1558,17317,Valid,CK5/6,385.0,Found,01/01/1998 12:00:00 AM,,,
Northwest Africa 1559,17318,Valid,CK3,284.0,Found,01/01/2000 12:00:00 AM,,,
Northwest Africa 1561,17320,Valid,H5,198.0,Found,01/01/1999 12:00:00 AM,,,
Northwest Africa 1562,17321,Valid,LL6,380.0,Found,01/01/2000 12:00:00 AM,,,
Northwest Africa 1567,17326,Valid,CR2,22.0,Found,01/01/2002 12:00:00 AM,,,
Northwest Africa 1580,17339,Valid,L6,5700.0,Found,01/01/2001 12:00:00 AM,31.33333,-4.0,"(31.33333, -4.0)"
Northwest Africa 1601,17362,Valid,H5,116.7,Found,01/01/2001 12:00:00 AM,,,
Northwest Africa 1610,17372,Valid,H6,158.8,Found,01/01/2001 12:00:00 AM,,,
Northwest Africa 1658,17392,Valid,L3-6,1345.5,Found,01/01/2002 12:00:00 AM,,,
Northwest Africa 1659,17393,Valid,H5,30.0,Found,01/01/2002 12:00:00 AM,,,
Northwest Africa 1663,17398,Valid,H5,80.09999999999998,Found,01/01/2002 12:00:00 AM,,,
Northwest Africa 1665,30779,Valid,CK3-an,1185.0,Found,01/01/2002 12:00:00 AM,,,
Northwest Africa 1666,17400,Valid,Eucrite-pmict,320.0,Found,01/01/2002 12:00:00 AM,,,
Northwest Africa 1703,17419,Valid,L6,264.0,Found,01/01/2002 12:00:00 AM,,,
Northwest Africa 176,17442,Valid,"Iron, ungrouped",2000.0,Found,01/01/1999 12:00:00 AM,,,
Northwest Africa 1766,17449,Valid,L6,3694.0,Found,01/01/2001 12:00:00 AM,,,
Northwest Africa 1769,17452,Valid,Howardite,589.0,Found,01/01/2001 12:00:00 AM,,,
Northwest Africa 1782,17465,Valid,Ureilite,163.0,Found,01/01/2000 12:00:00 AM,,,
Northwest Africa 1786,17469,Valid,H5,277.0,Found,01/01/2002 12:00:00 AM,,,
Northwest Africa 1787,17470,Valid,L3.8-5,655.7,Found,01/01/2002 12:00:00 AM,,,
Northwest Africa 1794,17477,Valid,LL5,398.0,Found,01/01/2002 12:00:00 AM,,,
Northwest Africa 1796,17479,Valid,H5,22000.0,Found,01/01/2002 12:00:00 AM,,,
Northwest Africa 1797,17480,Valid,H5,18000.0,Found,01/01/2002 12:00:00 AM,,,
Northwest Africa 1801,17484,Valid,L4,264.0,Found,01/01/2002 12:00:00 AM,,,
Northwest Africa 1811,17491,Valid,LL6,300.0,Found,,,,
Northwest Africa 1817,17495,Valid,Mesosiderite-B,728.0,Found,01/01/2003 12:00:00 AM,,,
Northwest Africa 1823,17501,Valid,LL6,2027.0,Found,01/01/2003 12:00:00 AM,,,
Northwest Africa 1824,17502,Valid,L5,277.0,Found,01/01/2002 12:00:00 AM,,,
Northwest Africa 1827,17505,Valid,Mesosiderite-C,877.0,Found,01/01/2003 12:00:00 AM,,,
Northwest Africa 1880,17513,Valid,Diogenite,7.0,Found,01/01/2002 12:00:00 AM,,,
Northwest Africa 1881,17514,Valid,LL4-6,13.0,Found,01/01/2002 12:00:00 AM,,,
Northwest Africa 1883,17516,Valid,H5,1109.0,Found,01/01/2002 12:00:00 AM,,,
Northwest Africa 1884,17517,Valid,H4/5,327.0,Found,01/01/2002 12:00:00 AM,,,
Northwest Africa 1887,17520,Valid,H6,350.0,Found,01/01/2002 12:00:00 AM,,,
Northwest Africa 1890,17523,Valid,L6,392.0,Found,01/01/2002 12:00:00 AM,,,
Northwest Africa 1897,17530,Valid,LL5,109.0,Found,01/01/2002 12:00:00 AM,,,
Northwest Africa 1898,17531,Valid,L6,210.0,Found,01/01/2002 12:00:00 AM,,,
Northwest Africa 1927,17550,Valid,Mesosiderite,14.3,Found,01/01/2003 12:00:00 AM,,,
Northwest Africa 1933,17555,Valid,LL3,1018.0,Found,01/01/2003 12:00:00 AM,,,
Northwest Africa 1955,30799,Valid,H/L3-4,2000.0,Found,01/01/2002 12:00:00 AM,,,
Northwest Africa 1966,30809,Valid,Eucrite-pmict,85.5,Found,01/01/2003 12:00:00 AM,,,
Northwest Africa 1967,30810,Valid,L6,82.9,Found,01/01/2003 12:00:00 AM,,,
Northwest Africa 1971,30814,Valid,L6,66.2,Found,01/01/2003 12:00:00 AM,,,
Northwest Africa 1973,30816,Valid,L6,57.2,Found,01/01/2003 12:00:00 AM,,,
Northwest Africa 1987,17583,Valid,H,71.1,Found,01/01/2002 12:00:00 AM,,,
Northwest Africa 1988,17584,Valid,H5,21.1,Found,01/01/2003 12:00:00 AM,,,
Northwest Africa 1990,17585,Valid,L4,20.9,Found,01/01/2002 12:00:00 AM,,,
Northwest Africa 1991,17586,Valid,L6,249.6,Found,01/01/2001 12:00:00 AM,,,
Northwest Africa 1994,17588,Valid,L,34.4,Found,01/01/2001 12:00:00 AM,,,
Northwest Africa 1998,17592,Valid,H4/5,116.0,Found,01/01/2002 12:00:00 AM,,,
Northwest Africa 2002,17595,Valid,L5/6,191.0,Found,01/01/2001 12:00:00 AM,,,
Northwest Africa 2012,17604,Valid,L5,88.3,Found,01/01/2002 12:00:00 AM,,,
Northwest Africa 2014,17606,Valid,H4,255.0,Found,01/01/2002 12:00:00 AM,,,
Northwest Africa 2018,32829,Valid,H~4/5,400.0,Found,01/01/2001 12:00:00 AM,,,
Northwest Africa 2043,32847,Valid,CK3,34.9,Found,01/01/2003 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 2044,32848,Valid,CV3,661.0,Found,01/01/2003 12:00:00 AM,,,
Northwest Africa 2057,30846,Valid,H4,958.0,Found,,,,
Northwest Africa 2065,17620,Valid,Eucrite-mmict,58.0,Found,01/01/2003 12:00:00 AM,,,
Northwest Africa 2071,30850,Valid,H4,816.0,Found,01/01/2002 12:00:00 AM,,,
Northwest Africa 2073,30852,Valid,H4,8.1,Found,01/01/2002 12:00:00 AM,,,
Northwest Africa 2083,32859,Valid,CO3,144.0,Found,01/01/2003 12:00:00 AM,,,
Northwest Africa 2109,32874,Valid,LL3,62.1,Found,01/01/2003 12:00:00 AM,,,
Northwest Africa 2114,30870,Valid,L3.9,89.0,Found,01/01/2003 12:00:00 AM,,,
Northwest Africa 2124,32885,Valid,Eucrite,67.0,Found,01/01/2003 12:00:00 AM,,,
Northwest Africa 2128,32889,Valid,Eucrite,40.0,Found,01/01/2004 12:00:00 AM,,,
Northwest Africa 2142,32903,Valid,Eucrite,421.0,Found,01/01/2003 12:00:00 AM,,,
Northwest Africa 2152,30871,Valid,L5,226.0,Found,01/01/2004 12:00:00 AM,,,
Northwest Africa 2154,30873,Valid,LL6,233.0,Found,01/01/2004 12:00:00 AM,,,
Northwest Africa 2158,30877,Valid,L5,9.6,Found,01/01/2003 12:00:00 AM,,,
Northwest Africa 2263,30923,Valid,L6,135.0,Found,01/01/2002 12:00:00 AM,27.81667,-7.83333,"(27.81667, -7.83333)"
Northwest Africa 2176,47007,Valid,LL4,1200.0,Found,01/01/2003 12:00:00 AM,,,
Northwest Africa 2180,44724,Valid,CV3,369.3,Found,01/01/2002 12:00:00 AM,,,
Northwest Africa 2182,30894,Valid,H5/6,104.0,Found,01/01/2002 12:00:00 AM,,,
Northwest Africa 2184,30896,Valid,H3-5,83.0,Found,01/01/2002 12:00:00 AM,,,
Northwest Africa 2189,30901,Valid,LL4-6,32.0,Found,01/01/2002 12:00:00 AM,,,
Northwest Africa 2210,32950,Valid,CH3 ,74.0,Found,01/01/2000 12:00:00 AM,,,
Northwest Africa 2213,32953,Valid,EL6,125.0,Found,01/01/2002 12:00:00 AM,,,
Northwest Africa 2218,32958,Valid,Ureilite,6050.0,Found,01/01/2006 12:00:00 AM,,,
Northwest Africa 2225,32965,Valid,Ureilite,40.0,Found,01/01/2004 12:00:00 AM,,,
Northwest Africa 2226,30908,Valid,Howardite,1004.0,Found,,,,
Northwest Africa 2249,17645,Valid,L4,30.5,Found,01/01/2003 12:00:00 AM,,,
Northwest Africa 2255,30915,Valid,L5,110.7,Found,01/01/2001 12:00:00 AM,27.93333,-7.78333,"(27.93333, -7.78333)"
Northwest Africa 2256,30916,Valid,H5,215.4,Found,01/01/2001 12:00:00 AM,27.76667,-7.66667,"(27.76667, -7.66667)"
Northwest Africa 2262,30922,Valid,L6,139.0,Found,01/01/2001 12:00:00 AM,27.8,-7.95,"(27.8, -7.95)"
Northwest Africa 2278,30937,Valid,L6,62.0,Found,01/01/2003 12:00:00 AM,,,
Northwest Africa 2279,30938,Valid,Ureilite,85.0,Found,01/01/2003 12:00:00 AM,,,
Northwest Africa 2287,30946,Valid,L6,49.8,Found,01/01/2003 12:00:00 AM,,,
Northwest Africa 2293,30952,Valid,L4,107.0,Found,01/01/2003 12:00:00 AM,,,
Northwest Africa 2300,30959,Valid,L3,144.0,Found,01/01/2003 12:00:00 AM,,,
Northwest Africa 2302,30961,Valid,H5,50.9,Found,01/01/2003 12:00:00 AM,,,
Northwest Africa 2307,30966,Valid,Eucrite,1905.0,Found,01/01/2004 12:00:00 AM,,,
Northwest Africa 2320,32987,Valid,L~6,15.5,Found,01/01/2002 12:00:00 AM,,,
Northwest Africa 2324,32991,Valid,L~4,14.4,Found,01/01/2002 12:00:00 AM,,,
Northwest Africa 2329,32996,Valid,L~6,766.0,Found,01/01/2003 12:00:00 AM,,,
Northwest Africa 2330,32997,Valid,L~4,719.0,Found,01/01/2003 12:00:00 AM,,,
Northwest Africa 2332,32999,Valid,H~5,126.7,Found,01/01/2004 12:00:00 AM,,,
Northwest Africa 2354,30972,Valid,H5,727.0,Found,01/01/2002 12:00:00 AM,,,
Northwest Africa 2356,30974,Valid,Eucrite,53.0,Found,01/01/2004 12:00:00 AM,,,
Northwest Africa 2365,30983,Valid,LL6,258.0,Found,01/01/2004 12:00:00 AM,,,
Northwest Africa 2374,30992,Valid,Ureilite,31.0,Found,01/01/2004 12:00:00 AM,,,
Northwest Africa 2383,31001,Valid,LL5,58.0,Found,01/01/2004 12:00:00 AM,,,
Northwest Africa 2385,31003,Valid,L3.8,410.0,Found,01/01/2004 12:00:00 AM,,,
Northwest Africa 2394,31012,Valid,L4,277.0,Found,01/01/2004 12:00:00 AM,,,
Northwest Africa 2395,31013,Valid,LL4,423.0,Found,01/01/2004 12:00:00 AM,,,
Northwest Africa 2397,31015,Valid,L4,323.0,Found,01/01/2004 12:00:00 AM,,,
Northwest Africa 245,17658,Valid,H6,994.0,Found,01/01/2000 12:00:00 AM,,,
Northwest Africa 2452,31031,Valid,L6,176.0,Found,01/01/2004 12:00:00 AM,,,
Northwest Africa 2456,31035,Valid,LL6,166.0,Found,01/01/2004 12:00:00 AM,,,
Northwest Africa 2458,33058,Valid,L3,284.0,Found,01/01/2000 12:00:00 AM,,,
Northwest Africa 2462,31039,Valid,L6,114.0,Found,01/01/2004 12:00:00 AM,,,
Northwest Africa 2465,33061,Valid,H4,1167.0,Found,01/01/2000 12:00:00 AM,,,
Northwest Africa 2472,33066,Valid,H4,362.0,Found,01/01/2000 12:00:00 AM,,,
Northwest Africa 2477,31045,Valid,H5,176.0,Found,01/01/2004 12:00:00 AM,,,
Northwest Africa 2487,31054,Valid,H3,127.0,Found,01/01/2004 12:00:00 AM,,,
Northwest Africa 2489,31056,Valid,L6,14.1,Found,01/01/2004 12:00:00 AM,,,
Northwest Africa 2491,31058,Valid,H6,651.0,Found,01/01/2004 12:00:00 AM,,,
Northwest Africa 2506,31073,Valid,L6,395.0,Found,01/01/2004 12:00:00 AM,,,
Northwest Africa 2507,31074,Valid,H4,28.0,Found,01/01/2004 12:00:00 AM,,,
Northwest Africa 2514,31080,Valid,H4,6.6,Found,,,,
Northwest Africa 2545,31108,Valid,L3-6,19.7,Found,01/01/2003 12:00:00 AM,,,
Northwest Africa 2550,31113,Valid,Eucrite,14.0,Found,01/01/2003 12:00:00 AM,,,
Northwest Africa 2560,33081,Valid,H4,549.0,Found,01/01/2004 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 2563,33084,Valid,L5,1175.0,Found,01/01/2004 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 2568,33089,Valid,H5,27.1,Found,01/01/2004 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 2571,33092,Valid,H~6,255.5,Found,01/01/2004 12:00:00 AM,,,
Northwest Africa 2590,33111,Valid,L5,25.4,Found,01/01/2004 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 2591,33112,Valid,H4,49.6,Found,01/01/2004 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 2592,33113,Valid,H6,33.4,Found,01/01/2004 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 2599,33120,Valid,LL5,234.5,Found,,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 2611,33132,Valid,H5,1762.0,Found,01/01/2004 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 2615,33136,Valid,H6,202.8,Found,,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 2621,31120,Valid,L4,4639.0,Found,01/01/2004 12:00:00 AM,,,
Northwest Africa 2626,31125,Valid,Martian (shergottite),31.07,Found,01/01/2004 12:00:00 AM,,,
Northwest Africa 265,17671,Valid,L6,1334.0,Found,01/01/1999 12:00:00 AM,,,
Northwest Africa 2656,32485,Valid,Acapulcoite,7500.0,Found,01/01/2003 12:00:00 AM,,,
Northwest Africa 2673,31140,Valid,H5,45.0,Found,01/01/2003 12:00:00 AM,,,
Northwest Africa 2701,33194,Valid,LL5,1168.0,Found,01/01/2004 12:00:00 AM,,,
Northwest Africa 2704,33197,Valid,L3.8,871.0,Found,01/01/2005 12:00:00 AM,,,
Northwest Africa 2706,33199,Valid,H4,1913.0,Found,01/01/2005 12:00:00 AM,,,
Northwest Africa 2709,33202,Valid,L4,148.0,Found,01/01/2005 12:00:00 AM,,,
Northwest Africa 2721,33214,Valid,L3.8,46.5,Found,01/01/2004 12:00:00 AM,,,
Northwest Africa 2750,33238,Valid,LL4,63.5,Found,01/01/2004 12:00:00 AM,,,
Northwest Africa 2761,33249,Valid,LL3.6,234.0,Found,01/01/2003 12:00:00 AM,,,
Northwest Africa 2767,33255,Valid,LL6,82.3,Found,01/01/2004 12:00:00 AM,,,
Northwest Africa 2795,33283,Valid,Diogenite,329.0,Found,01/01/2005 12:00:00 AM,,,
Northwest Africa 2799,33287,Valid,LL6/7,1311.0,Found,01/01/2005 12:00:00 AM,,,
Northwest Africa 280,17674,Valid,L6,1490.0,Found,01/01/2000 12:00:00 AM,,,
Northwest Africa 2807,31148,Valid,L3,950.0,Found,01/01/2004 12:00:00 AM,,,
Northwest Africa 2812,31361,Valid,CR,355.0,Found,01/01/2003 12:00:00 AM,,,
Northwest Africa 2813,31153,Valid,L6,194.0,Found,01/01/2003 12:00:00 AM,,,
Northwest Africa 2822,33296,Valid,R4,1675.0,Found,01/01/2005 12:00:00 AM,,,
Northwest Africa 2823,33297,Valid,LL6,144.0,Found,01/01/2005 12:00:00 AM,,,
Northwest Africa 2826,33300,Valid,LL5,685.0,Found,01/01/2004 12:00:00 AM,,,
Northwest Africa 2837,33311,Valid,CV3,41.0,Found,01/01/2005 12:00:00 AM,,,
Northwest Africa 2838,33312,Valid,L4,253.0,Found,01/01/2004 12:00:00 AM,,,
Northwest Africa 2847,33321,Valid,H4,283.0,Found,01/01/2004 12:00:00 AM,,,
Northwest Africa 2849,33323,Valid,L4,846.0,Found,01/01/2004 12:00:00 AM,,,
Northwest Africa 2877,31164,Valid,L/LL6,19200.0,Found,01/01/2003 12:00:00 AM,,,
Northwest Africa 2879,31166,Valid,L4/5,2380.0,Found,01/01/2004 12:00:00 AM,,,
Northwest Africa 2895,32773,Valid,Ureilite,43.0,Found,01/01/2004 12:00:00 AM,,,
Northwest Africa 2919,33369,Valid,H4,1214.0,Found,01/01/2005 12:00:00 AM,,,
Northwest Africa 2920,33370,Valid,LL3.5,734.0,Found,01/01/2005 12:00:00 AM,,,
Northwest Africa 2950,33400,Valid,H4,946.0,Found,01/01/2005 12:00:00 AM,,,
Northwest Africa 2958,33408,Valid,L6,540.0,Found,01/01/2005 12:00:00 AM,,,
Northwest Africa 3004,17681,Valid,CV3,175.0,Found,01/01/2002 12:00:00 AM,,,
Northwest Africa 3007,17684,Valid,LL(L)3,224.0,Found,01/01/2002 12:00:00 AM,,,
Northwest Africa 3012,17690,Valid,LL4,4168.0,Found,01/01/2000 12:00:00 AM,,,
Northwest Africa 3043,31174,Valid,L6,1440.0,Found,01/01/2003 12:00:00 AM,,,
Northwest Africa 3047,31178,Valid,H6,77.59999999999998,Found,01/01/2003 12:00:00 AM,,,
Northwest Africa 3052,31183,Valid,L6,27.0,Found,01/01/2002 12:00:00 AM,,,
Northwest Africa 3100,31230,Valid,Achondrite-prim,136.0,Found,01/01/2003 12:00:00 AM,,,
Northwest Africa 3118,31246,Valid,CV3,5895.0,Found,01/01/2003 12:00:00 AM,,,
Northwest Africa 3119,31247,Valid,LL4,1073.0,Found,01/01/2003 12:00:00 AM,,,
Northwest Africa 3121,31249,Valid,LL6,164.0,Found,01/01/2003 12:00:00 AM,,,
Northwest Africa 3138,31263,Valid,Eucrite,132.0,Found,01/01/2004 12:00:00 AM,,,
Northwest Africa 3155,33482,Valid,CK5,878.0,Found,01/01/2004 12:00:00 AM,,,
Northwest Africa 3158,33485,Valid,Angrite,681.0,Found,01/01/2004 12:00:00 AM,,,
Northwest Africa 3163,33490,Valid,Lunar,1634.0,Found,01/01/2001 12:00:00 AM,,,
Northwest Africa 3192,33516,Valid,CV3,22.5,Found,01/01/2005 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 3204,33528,Valid,"Iron, IAB-sHL-an",762.0,Found,01/01/2004 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 3213,33537,Valid,Mesosiderite,147.0,Found,01/01/2005 12:00:00 AM,,,
